,Batch01_S018,Batch01_S015,Batch01_S055,Batch01_S002,Batch01_S012,Batch01_S044,Batch01_S040,Batch01_S023,Batch01_S010,Batch01_S048,Batch01_S046,Batch01_S030,Batch01_S057,Batch01_S022,Batch01_S019,Batch01_S058,Batch01_S045,Batch01_S013,Batch01_S004,Batch01_S060,Batch02_S049,Batch02_S011,Batch02_S031,Batch02_S021,Batch02_S016,Batch02_S051,Batch02_S036,Batch02_S053,Batch02_S032,Batch02_S006,Batch02_S029,Batch02_S034,Batch02_S047,Batch02_S033,Batch02_S007,Batch02_S017,Batch02_S025,Batch02_S041,Batch02_S035,Batch02_S038,Batch03_S050,Batch03_S009,Batch03_S014,Batch03_S056,Batch03_S037,Batch03_S039,Batch03_S042,Batch03_S026,Batch03_S005,Batch03_S027,Batch03_S028,Batch03_S052,Batch03_S024,Batch03_S003,Batch03_S043,Batch03_S008,Batch03_S054,Batch03_S059,Batch03_S001,Batch03_S020,Batch01_QC_01,Batch01_QC_02,Batch01_QC_02.1,Batch01_QC_03,Batch02_QC_01,Batch02_QC_02,Batch02_QC_02.1,Batch02_QC_03,Batch03_QC_01,Batch03_QC_02,Batch03_QC_02.1,Batch03_QC_03
Glycerol 3-phosphate,0.000117138724646148,0.00156651473561385,0.000425237394583016,0.0310926767621254,0.014378457544276,0.000425463624283506,0.00386946098076055,0.0050120689199366,0.0117044233096677,0.0131141225214522,0.00934675269718529,0.000589610457765168,0.00134225705708458,0.000714177240408902,0.00122212090186714,0.0125014909557655,0.0109955098420159,0.0386157003048438,0.00704996806716025,0.000509372422289686,0.00681956278911435,0.00120991058990451,0.00071397474562984,0.00178389246734285,0.023360000958289,0.00606021591770335,0.00681706305324725,0.00372268011351315,0.000682962299863529,0.000431061135321123,0.00550417704950459,0.0086221274325389,0.00135493686600987,0.00150601871750735,0.000925723461498548,0.0138827683466677,0.0016465264654752,0.0144757449917882,0.00709192997732998,0.00426309031333658,0.00249013482612902,0.000803620559181566,0.0119072254786199,0.0135391637243158,0.0119403507770582,0.0150954307254174,0.00411750007103996,0.00375553735637579,0.000678643075448672,0.000868948840758778,0.00430393853023248,0.00273863955135902,0.00414575765330609,0.00683534512565325,0.000652148369401478,0.00078067076340136,0.00591979778787983,0.0109441288128914,5.20681975735789e-05,0.00728587522681128,0.0050589574650443,0.00502746922094143,0.00505818791857055,0.00502815795888277,0.00530338520702366,0.00478871947951863,0.00510948638707492,0.00497673482194255,0.0048223697138872,0.00526667621855936,0.00523912238571207,0.00484661406812426
N-Acetylornithine,6.52857946166271e-06,0.00315667037761998,0.000811069105104533,0.00423293564966752,0.00477229478591843,0.000800713782569639,0.00492023247074316,0.00634700196314235,0.0052144179930788,0.00219065399096456,0.00167682192262608,0.0019033891398086,0.00371769599108494,0.000942344505064283,0.000910664160492972,0.00179905350608764,0.00918609991748533,0.00536858456434235,0.0022103982960858,0.00137676301514066,0.00491144364491805,0.00139992507174841,0.00105084711087956,0.00453211582149063,0.00266570085676042,0.00111884126681503,0.000776163259013451,0.00916906055824319,0.000761820758016778,0.000885427185901259,0.00283968617506385,0.00366327932207766,0.000923213040578144,0.00151470002757922,0.00322729360921708,0.00103873014439665,0.00102650856320619,0.00172286514364902,0.00179227607309474,0.00121485770669312,0.00531947144656451,0.00249197767359721,0.0052005750428568,0.00130469937937186,0.00298797016820467,0.00132666122777455,0.00846748732007241,0.00147913638333887,0.00112126111492419,0.000572856546457072,0.00605819857873468,0.00138170381766882,0.00737691684401748,0.0026056879003048,0.00168212226918236,0.000464162428286026,0.00590669152560189,0.00539763112888153,0.00132383591057637,0.00191208641301831,0.00229448146437951,0.00227639341894473,0.00236752321925142,0.00220419901095963,0.00228939023029567,0.00228142465954509,0.00233743943575668,0.00223332980757634,0.00184728719807782,0.002729159559482,0.00232721350250158,0.00224341853626737
3-Phosphoglyceric acid,0.000352260291464785,0.0013186595166728,0.000276036160511325,0.0186378526860845,0.0144150184360011,0.000416265680569445,0.0107356144134312,0.00757849052714219,0.0251277597617704,0.0148571292824259,0.00753546752321481,0.00123328679182242,0.00268988627370733,0.000160015403200445,0.000626707616478974,0.00765495960003507,0.0133028650591321,0.0303581176415038,0.00539144845569452,0.000621258386034949,0.0126263611790151,0.00113765516953713,0.000987856619946068,0.00667418010825162,0.0090080056353477,0.00383036352299705,0.00531427592095384,0.028188629666242,0.000381209866284268,0.000437311773296459,0.00316582351563212,0.0286719912943961,0.00133633995360176,0.00337017064197773,0.00284757498674062,0.00519295264302393,0.000474649402939146,0.0109184046275198,0.00684206631401343,0.00438855637469035,0.0182908832850897,0.000767375950701053,0.0353930650074605,0.00760320042204585,0.0122125718967502,0.0100591220488716,0.0163005071059475,0.0020368749081625,0.000339825121686306,0.00029670460022905,0.0206610118535587,0.00141338169090175,0.00806391084712973,0.0161604188406327,0.000504558135449779,0.00060968742523901,0.0243270348957627,0.00655410972565319,0.000195330308492609,0.00587907256782764,0.0044892583805591,0.00451663994937983,0.00450024159625411,0.00450585245038959,0.00457223190868906,0.00443547551616514,0.00461166453540084,0.00439456045014467,0.00465046571226023,0.00435373672894655,0.00447195733403931,0.00453423858830659
Citrate,0.836893279434499,0.0762072336827115,0.0173242416366462,0.0621279463895694,0.121857866557771,0.0234120033062085,0.258599474520932,0.105000952711854,0.140121613232398,0.161315528666763,0.180848187647236,0.0125540541828684,0.111981895756028,0.0052311976466037,0.0388229410568399,0.215132570121451,0.141191244479806,0.04361493091044,0.200949108270041,0.0194354109261251,0.0287776510162401,0.0268295405862694,0.0197332931740451,0.384856010162419,0.149605900755326,0.0877365436665817,0.126580662977035,0.159908473373079,0.0165319538985706,0.0154001276040594,0.0933008559697815,0.286437298578315,0.0489150352424918,0.283247224476175,0.0409540930834743,0.219253686926994,0.0332469929011812,0.168649973451078,0.197853754602647,0.198422408284765,0.132893765163567,0.0244192556108855,0.134164610332442,0.213987186076653,0.17470148978862,0.16058297376274,0.165676470124643,0.059443316425686,0.0226069492004352,0.0144899697541654,0.203069794139909,0.0645263367183046,0.0986251027491399,0.140623413649378,0.0047627243424756,0.0199762737504587,0.128064295690645,0.0688420443944018,0.00258576837460624,0.0973682344045836,0.105147556644796,0.100797054564179,0.103144685388144,0.102765693816271,0.103608474509196,0.102314526278868,0.103705714106922,0.102203014883332,0.101690520173372,0.104234049051735,0.103688438536473,0.102218027084577
Isocitrate,0.00485361573316489,0.000125081940693107,0.000235222605758575,0.000327213101610644,0.00141469231438598,7.5051994378544e-05,7.48756693762386e-05,0.0010838205183841,0.00121298387063675,0.000783423391267111,0.000578058901233214,5.33960330819106e-05,0.000843993811526242,7.17852357809348e-05,0.00010203693113271,0.000964471827185148,0.00121166384273312,0.000447312461022552,0.00101830112071119,0.00018002391012521,0.000278935724998621,4.08286001636948e-05,0.000107798880525432,0.00997768130679648,0.00211997558838656,0.00033650779021704,0.000732181080286556,0.000865016034931511,4.73314743511231e-05,9.70473080028617e-05,0.000819903897586373,0.0045963913808049,0.000230252946821138,0.0101115568722676,0.000276904572915179,0.00117776418936505,0.000130652771349947,0.000766266860063958,0.00111309632146768,0.00154267689536017,0.00113773439282266,0.00011190438307627,0.00109802276414534,0.00169583007779356,0.000883067182264248,0.00129490116731673,0.00209481190135627,0.000191115256160178,7.34129923108906e-05,8.74594475692449e-05,0.00200697838456881,0.000542771024467331,0.00069780337878636,0.00157000371812599,4.09385508743536e-05,0.000135860139140561,0.00152118784508649,0.000767569382152451,5.94692821124001e-05,0.00189356229660561,0.000727596021901067,0.000936805109004303,0.000924568887871472,0.000742702685844514,0.000908506308170433,0.000759374440593145,0.000823925132311273,0.000842225532823659,0.000870348353204099,0.000795323502394795,0.000828478329069629,0.000837690470232868
Gluconic acid,4.39719028447283e-05,0.00301592910964543,0.00351284608023136,0.00516425998993163,0.00516703883651108,0.00900066051745855,0.00219303614234465,0.00372212862135432,0.0038702019769644,0.00306334836945291,0.00253563070330124,0.00322574026422988,0.00272232198056057,0.00642074900485482,0.00928965527104126,0.00385284274609548,0.00595786188319624,0.00604996747946701,0.00373520167928934,0.00541365830113349,0.0103823595742114,0.00244944687043479,0.00331838450121364,0.00684337728913036,0.00439713470439703,0.00197732321745125,0.00298104343515612,0.00508142860441315,0.0105035726387514,0.00161882545291349,0.00549082547012481,0.00716731498117323,0.00210320346077959,0.00152727101328871,0.00416912892759995,0.00328826408552639,0.00550933648932759,0.00360863381413447,0.00288691524462411,0.00274394402490086,0.00379567846197655,0.00290488407739712,0.00377341039817967,0.00357804392404122,0.00332350972766702,0.00369737950766452,0.00789431048098717,0.00582249273238899,0.00702045503915437,0.00270430918297008,0.00571682690769569,0.00599727782281794,0.00710544351898476,0.00387878865253044,0.00372809715336161,0.00168320642013157,0.00531959927314019,0.00384903124726652,0.000628339494598027,0.00210003642316367,0.00477127957430742,0.00441326816400306,0.00451492562487906,0.00466569179099941,0.00450433592957418,0.00467523073860382,0.00476002777658977,0.00442166268387417,0.00460843141151915,0.00457287771784306,0.0045678599422282,0.00461372969695785
Ribose 5-phosphate,0.000122341439506388,0.00227582981877405,0.00141091595770046,0.0118558773101113,0.00631718645092229,0.0012396077376277,0.00419956172098329,0.00600948173347629,0.00757742756910415,0.0172622803719039,0.0039007409117879,0.00136899567144997,0.00563717811666862,0.00105218632406155,0.00256096902018291,0.00711369624080863,0.00824416711015916,0.00920310410058224,0.0051222493213751,0.00127054674605018,0.00398100388560601,0.00140817807000048,0.00249756204050678,0.00270694118522994,0.00893870569910093,0.00404207694565346,0.00576240772859518,0.00422849701942,0.00316774337090305,0.000725554082753031,0.00405654579260574,0.0051431990926516,0.0018605023260797,0.00353619506277838,0.0016262382334688,0.0042566223394096,0.00105637194473282,0.0094366127563463,0.00614895531375124,0.00228869091853529,0.00429882453351166,0.001285147642357,0.00718726793719931,0.00702858773756096,0.0103405764391542,0.0066553134599171,0.00577192106357265,0.00356741277500119,0.00329498147586178,0.00109351766852258,0.00660204129155791,0.00294955197531272,0.0035296475591711,0.00737233673445248,0.00103761287282197,0.00172479107029637,0.0034591250268465,0.00698169780470126,5.56754340051609e-05,0.0104730471548286,0.00374305353359184,0.0036177650928054,0.00364443759230524,0.00371489730450121,0.0037823395864253,0.00357976543228734,0.00348358998347414,0.00387600140982661,0.00368028556423303,0.00367947518703063,0.00362175065391985,0.00373814158526149
Uridine,0.000967218779776084,0.00107732830797188,0.00235143236841305,0.0127197171172915,0.0131737797314674,0.00321902250760425,0.0107446164612637,0.0108417435094293,0.0120100276557448,0.0134616643942616,0.00536530395420197,0.00187296970441335,0.0126100444503214,0.00245431212727085,0.00256713354130561,0.00717543841583291,0.0231722705265382,0.0184669765367323,0.0136940652065717,0.00296384988312061,0.00666646337189957,0.00278679429962243,0.00303495139911652,0.00631989510560285,0.0138131233853973,0.00557531779532975,0.00465202763464841,0.0190089224832627,0.00318527970598486,0.00141688916901858,0.00683646037366843,0.0131448831073519,0.00132072242162769,0.006495073131693,0.00868514404463442,0.00282236241372659,0.00162182092151021,0.0115174203803211,0.00760833987489988,0.0064934899282977,0.0112929123326229,0.00105458565589974,0.0197240584251741,0.0056030522824014,0.0111745480376084,0.00381029355269439,0.0131892427931554,0.0058243660873175,0.00245549434680032,0.000931317995964055,0.0169056093845398,0.00161808605855893,0.00825922707748144,0.0110040885946512,0.00113272459863298,0.00187984386275177,0.0116533767508075,0.00368844225782584,0.000963800131718202,0.0105773513184263,0.00549749078828453,0.00529452848363209,0.00555041651524438,0.00524178594621619,0.00565411415783076,0.00514211171771087,0.00529062079891084,0.0054996002848772,0.00538535533740266,0.00540508680762624,0.0053893122295452,0.00540101453864986
Pyridoxal 5-phosphate,2.51843054763354e-05,0.000298422737421267,0.000136208609993437,0.000334090779155523,0.000124873709106188,3.43302690690751e-05,0.000211907143556914,0.000129067391556103,0.000341289410945369,0.000494092192504478,0.000308740246003309,8.69542650044689e-05,0.000290582297010392,4.97909944621365e-05,8.50947046456836e-05,0.000155395104258397,0.000263279727331702,0.000188148670327625,0.000255354027628628,0.000130351155219476,0.000166057737677091,0.000123272968765346,0.000137660817464657,0.000118243295337989,0.000167475366399938,0.000242550653449201,3.58642701526817e-05,0.000155052963954683,8.97130221194806e-05,6.63544929708606e-05,0.000168120017470516,0.000184813989195672,0.000233503459184901,9.30983388510354e-05,0.000149666922926142,0.000190472433372648,9.64595551931683e-05,0.000252992445959388,9.56697135180359e-05,0.000164143317894701,0.000224867254027595,0.000237357821722147,0.000311933475993941,0.000162654116102655,0.000113354449206394,0.000213157894119103,7.49508535675886e-05,0.000394860143928677,0.00019456073465232,7.31809322201726e-05,0.000320070546914581,0.000212717640489099,0.000158083596691306,0.000180738834441481,0.000114338701101512,0.000105205955090721,0.000174799978730788,0.000123292476287663,1.04484204152718e-05,0.000163415721690254,0.000191993000822874,0.000197375343453856,0.00020137766689191,0.000188117033738226,0.000209601177436431,0.00018015241476894,0.000180802771878025,0.00020859842365568,0.000204094121477825,0.000185196788553693,0.000186818380089003,0.000202612312945183
gamma-Glu-cys,1.94134583868708e-05,0.00012296786764915,4.10525041874249e-05,0.000138281162041291,5.83947634931358e-05,0.000337443390083643,0.000210454834538163,0.000141537692624388,0.000112440020955345,5.83542179548628e-05,8.49251944519763e-05,0.000107732824476143,7.01670003927026e-05,0.00173845175104356,0.000854858088667537,8.01475523920788e-05,4.50910715529219e-05,0.000109223515569698,8.64815661924766e-05,0.000154222590732681,0.000286542439054836,3.80190114899478e-05,0.000192219573935698,1.38523231889092e-05,0.000256373856871163,7.24934053000276e-06,9.42717992178894e-05,6.20503558861622e-05,0.000449682701708734,1.89846371469448e-05,2.23465083160003e-05,3.29013536238457e-05,8.12760490893409e-05,9.13126159438754e-07,4.03868811745171e-05,2.85780794438762e-05,0.000114004627317704,7.92365327446877e-05,3.99095777285868e-05,0.000185236347792674,6.52078422264423e-05,0.000131136308673793,0.000112507427080169,0.000115108928533141,4.8394913716016e-05,6.58640285471187e-05,0.000146157783310308,3.49685141336192e-05,0.00081083062287145,4.37915475394855e-05,0.000168466914212518,0.000220074965126806,0.000131055491044044,0.00068263008624543,7.73655301323767e-05,6.05199565453917e-05,5.44653034583457e-05,0.000488576075852573,9.08516194782233e-08,0.00285079386945015,0.000267334550967114,0.000251266765104316,0.000241545984903786,0.000276705212109256,0.000255778477755432,0.000262608976383265,0.00026635798833557,0.00025211467173848,0.000261843938440999,0.000256588271350898,0.000248738425701396,0.000269750684473563
N-acetyl-glucosamine 6-phosphate,0.00010182363037134,0.00449616049045484,0.00163110973590695,0.00979483201193655,0.00602440996290664,0.00182570217224967,0.00655101836314694,0.00775434506231247,0.00428873811529105,0.00409434700139885,0.00188507794437659,0.00171268569779471,0.00605284851111472,0.00191060166620012,0.00173816751797723,0.00186224560796828,0.00976042169165485,0.00808353796344532,0.00526928149005032,0.00204879448052218,0.0101379344021394,0.000984767882854551,0.00240662661677931,0.00410310223982697,0.00654792642075931,0.00156693639162225,0.00175111445371015,0.00832546120726625,0.00183513276385063,0.00118350414618956,0.00308098289282378,0.00552936303842452,0.00213166833882013,0.00411386401860025,0.00630673059091114,0.00150917780061757,0.00116666073267385,0.00269463439787615,0.00154737057699719,0.00169459531496808,0.00679371823063548,0.00470234554756547,0.010748173305226,0.00204910472050881,0.0029321166776835,0.00179073544707644,0.00604651631419732,0.001921076483653,0.00436831311900419,0.00133348468547002,0.00816256003573291,0.0028075239906583,0.00724333929850095,0.00346192662099359,0.00150779750444018,0.00255784335022135,0.00586470742479262,0.00367975873065441,0.000255405242691736,0.00436167553196004,0.00382823459775459,0.00377504850099914,0.00388483922882884,0.00371901165633792,0.00379630660564333,0.00380641295597349,0.00402481645039822,0.00357821853346771,0.00393354970678548,0.00366756012690728,0.00379122420509824,0.00381163418375293
dCMP,1.05768786289883e-05,2.65065769962274e-05,6.4922682518371e-05,2.91607570016081e-05,0.000220401407915954,5.7700511578435e-05,0.0014912211041749,0.000108686161808411,0.000274148015175599,0.00010543088742447,0.000108863640234774,7.55750155508927e-05,4.00592785705433e-05,3.24013593146761e-05,9.74704018945885e-05,0.000154706956890945,0.000215858982976099,8.8744234055945e-05,9.48920350036628e-05,9.49095524966839e-05,5.9201068883799e-05,9.29722959159253e-05,3.38235098627393e-05,9.76137391003138e-05,0.000276888060221686,2.95705061430057e-05,0.000172324665855789,0.000129480700406943,2.64855551172909e-05,5.04551257863604e-05,0.000131532314250518,5.41074889697505e-05,4.06364817194818e-05,1.43807608751703e-05,5.22190415415713e-05,0.000119473653152722,2.81946598567121e-05,8.57878505229082e-05,7.88239541242298e-05,8.09700285484825e-05,3.88492865026358e-05,6.16776846616436e-05,6.72614892668118e-05,0.000104119914993269,0.000204024466162314,0.000105100732027717,0.000174070619854061,5.01578769812541e-05,3.777965739642e-05,6.45272024511785e-05,0.000127077170825135,8.50792306731797e-05,0.000107770197496892,0.00019875697352965,1.71882867408704e-05,9.12413842370613e-05,0.000107095083885317,9.65423323101646e-05,2.97232877297171e-05,0.000119484751310725,8.31788832005481e-05,6.60895404174529e-05,6.85742933266083e-05,8.04777213407003e-05,6.96308398088915e-05,7.93814226900175e-05,7.19200214472205e-05,7.72024748234958e-05,7.93810211416196e-05,6.96808663551592e-05,7.37711699636349e-05,7.53553950485989e-05
dUMP,2.89965082861119e-06,0.000705724997224746,0.000728349194675163,0.000609901107286186,0.000173666735758228,0.0028801402072184,0.000965212045488702,0.00022098000273804,0.00255168323051212,0.0011096301332163,0.00146205545212954,0.00161043691562863,0.000612965990830466,0.000825051911255325,0.000914533980407119,0.000622983781771977,0.000379563086205377,0.000420855802013686,0.00115463296597259,0.0016893808676963,4.71891251710354e-05,0.00121234325469731,0.000788106284975488,0.000244392315902212,0.000106056146019934,0.000990469325271073,0.000279292505543134,0.000231522663056483,0.000460401521809175,0.00135310725603185,0.00150874211653498,0.000234456622675704,0.000761267744570971,7.84897340665935e-05,0.000472836987422358,0.000693782358766825,0.000442972201151777,0.000752871843910046,0.000313448927519616,0.00038826782665204,0.000450475924789898,0.000751580599538603,0.000225064485435156,0.00066239896056525,0.00076680955704831,0.000873273883216003,0.000130310747135717,0.00110687557761056,0.00373630175320985,0.000940954958257345,0.000222645884797283,0.000585929122383849,0.000446588317343119,0.00119918036322647,0.000555130425447048,0.00143225559546819,0.00016780648427907,0.000646282488992657,8.67446016873962e-08,1.76748151016509e-07,0.00080801601151757,0.000761307126308233,0.000775744604312974,0.000793080038680112,0.000798075034623277,0.00077116637568758,0.000797165031722488,0.000771776977066474,0.000767273484279942,0.0008018818547219,0.000785910138340454,0.000783017435919287
dTMP,4.71923136031979e-06,0.0001704389649681,0.000780302308571822,3.19713614460598e-05,6.36355493186042e-05,0.00133483995587025,0.00407227979188006,4.59302401808729e-05,0.000206249131519311,0.000130971923070697,8.8291938628511e-05,0.000985244638314725,7.26886084894621e-05,0.000189896491694975,0.000943816271672574,8.26609750860734e-05,0.000103083222413573,1.66922206345152e-05,0.000379531012048223,0.0013254471848852,1.41788649317097e-05,0.000572479285423118,0.000450699921340659,1.35383254225608e-05,7.61561634817613e-05,6.13576845198856e-05,0.000135514808216442,2.42939224782255e-05,0.000476581734292032,0.000542353636820953,0.000293080052641976,4.66550291525663e-05,0.000272281016817983,3.72336624468705e-06,7.20596924956146e-05,7.45308664548008e-05,0.000387294727794715,7.85657140779346e-05,3.6550298116763e-05,3.96873495502819e-05,2.23897694838444e-05,0.000572031781156523,8.98175247424043e-06,6.01957037970684e-05,0.000418287007473967,9.25424190585371e-05,1.93941806769009e-05,0.000213652361372588,0.000139710340080172,0.000296028031873352,6.31041400611779e-05,0.000195587504939906,9.09721491225937e-05,2.83011882748661e-05,0.000159914775358592,0.00125787683372205,1.88026449518773e-05,0.000157141437230641,5.53704358803425e-06,3.32486049725544e-06,0.000352331524306432,0.000339648169725869,0.000356755120937127,0.000335249596970378,0.00031480093753577,0.000376361393535948,0.000349335171916344,0.000342540985777556,0.000330486275057283,0.000361588731539232,0.000327374335913092,0.000364539104339411
UMP,0.00350119084202594,0.0294535975826269,0.0275682445868925,0.00460115902928914,0.0106182933135114,0.0243489228987395,0.00668135147414738,0.00146782417171357,0.0356937848854232,0.0498230666485857,0.0836557307411058,0.03422768341923,0.0111547819064143,0.0203884723191304,0.0311424284645763,0.0609182883268034,0.00232101250311278,0.00744655813861902,0.0544704982595604,0.0270320102072312,0.000812891362712269,0.0499717095399886,0.0202479565785224,0.00576976190385809,0.0211503306377528,0.0283910796411449,0.0338082416104804,0.00203733073605073,0.0179429771453554,0.0176681738656587,0.0267720696968289,0.0029366269159029,0.0421810333385535,0.0013217601776864,0.00228787187873301,0.0746007246103414,0.0151191491264576,0.0369852251085842,0.0354544092567671,0.0434784082543741,0.00418407070138639,0.0154896478242019,0.00553783126201694,0.0670051492750992,0.00889816768536065,0.0639589067724218,0.00310453106000637,0.0279133159793756,0.00539154792486295,0.0154762479693612,0.0047473335820884,0.0358777248852763,0.00521634902620223,0.0214634585698287,0.01756743418246,0.0211909403848272,0.00319683751094188,0.0045262486174353,0.000140969808207287,0.00139239293687684,0.0258804246546416,0.0257915427734001,0.0257102555938368,0.0259594404294601,0.0253278383550381,0.0263317902713323,0.025410873779562,0.0262599690682775,0.0260009310214765,0.0256681295960904,0.0260350014237564,0.0256357863037807
cAMP,0.000233562384594165,0.000181665156230584,0.000143747149020693,0.000218379033912375,0.00017752392590749,0.000121530236001849,0.000254496409791637,0.000252570214007141,0.000518962699470505,0.00143593175124185,0.000510151271773305,0.000136780914362913,0.000178542399120193,0.000168382618923999,0.000306934712735757,0.00130585518540465,0.000336988887487745,0.000329718335360806,0.000347386352565006,4.90907246437217e-05,0.000220408361726061,0.000173381951598683,0.00015554002483454,0.000152181177349715,0.000471260142145561,0.00129985525313722,0.00175861859435816,0.000297978896068557,3.76790488061657e-05,8.59500018700115e-05,0.000237392235329763,0.0002349069775978,0.00029073171741255,0.00013951072131178,0.000124811455049086,0.000967790547951409,0.000101646763035436,0.0019343208189491,0.001021172330844,0.00433126317020831,0.000240834932106721,0.000153159359700351,0.000432821627531478,0.00562694782411824,0.000247461090277606,0.0032879353031343,0.000278454609086634,0.000264567014508964,9.42290186374744e-05,7.17149229770566e-05,0.000255938085961489,0.000459507952645642,0.000205042949975491,0.000304031360652056,7.9865443564771e-05,8.34693432401976e-05,0.000286332248650976,0.000220774220156717,2.28956211600999e-06,0.000365098056967878,0.000391469617911589,0.000355335258240144,0.000383538867097564,0.000363087558155827,0.000361829954655616,0.000384410611473513,0.000384999903070445,0.000361511840829713,0.000382219237122869,0.000364164872047788,0.000378232509764909,0.000368257964687434
Lactose,1.42242541858548e-05,0.000802352829347925,0.000189169298528999,0.00167973760824425,0.00118095317421145,5.1966904459792e-05,0.00101354555806164,0.00250341016323399,0.00195300977059878,0.000893363033543862,0.000335882374552664,0.000476939078937944,0.0013123663959275,3.17340198028033e-05,0.000105533319123484,0.00116546860817403,0.00175865216320341,0.00136040410664606,0.00122069520374968,0.000460772070404969,0.00148572367360261,0.000118820224211755,9.6880307704488e-05,0.000599753311077675,0.00106075604630962,0.000386172402081721,0.000219121869705896,0.00148014956593091,0.000267518920921095,0.000270271264958056,0.00117614160929848,0.000466793381045621,0.000906601604474315,0.000205833853040635,0.000414086232821531,0.000315335008389958,0.000159448029015844,0.000709665137058584,0.000277867811544986,0.00042695880974165,0.000648310920158796,0.000492968243948856,0.000866540163443833,0.00020199231613249,0.0010690867768246,0.000255523553583987,0.00145922001230307,0.000536265895688696,0.000182417864637308,4.09464486114076e-05,0.000966378528736885,9.52491499720285e-05,0.00241554230845533,0.000484034215623019,0.000798978700206379,0.000586229457586455,0.000780301937427658,0.00235214769272543,2.43171506834692e-05,0.000862996169597548,0.000588828041971326,0.000728839653488542,0.000761796948581979,0.000558292221923099,0.000690175977091549,0.000629370121316547,0.00058903175758891,0.00072974963290845,0.000647139392528754,0.000671865099087429,0.000678024562514409,0.000640779052082997
IMP,0.00230460320446629,0.0182243740841345,0.0177651818651532,0.00144339750668599,0.000310841301249986,0.0184590759454473,0.0108297607337519,0.00072917559193523,0.0194284543345923,0.022613452597787,0.0762599093163284,0.0343485315610882,0.024748877007851,0.014383271659966,0.0707503525838902,0.0227516548820503,0.000531059439155473,0.000938787894886573,0.0475845623484963,0.0143421224107783,0.000219758349566791,0.109545534036913,0.0049996977723829,0.00115289510536148,0.00419964629596989,0.0137202634156181,0.0190240802447166,0.000647276697700554,0.00655615771230172,0.0290256705598592,0.051841916847201,0.000951808465845588,0.0517857445021478,9.49395253365058e-05,0.000989725156131482,0.0183747572409058,0.00537178799803625,0.0142102903234524,0.00864450826809596,0.023864386861137,0.000901891305248134,0.0601333559402912,0.000532933581211083,0.0140330552670083,0.00133402770238595,0.033694882017096,0.000547080965456586,0.0169285581062657,0.00482596901585564,0.0165733010374403,0.00144949403225779,0.0777369022835396,0.00166367031688827,0.0155057570895499,0.0958961342704895,0.0301757318800169,0.00107807491502055,0.00594785611751285,1.69883870098643e-05,0.000122414570655726,0.0272556259334242,0.027570357796719,0.0276381396799891,0.0271932106207427,0.0280687001125027,0.0267748669980947,0.0281708706833709,0.0266584302932816,0.0287082361123544,0.026103485570612,0.0256291908294889,0.0292033133337195
S-adenosylhomocysteine,0.0004480322600798,0.00563594798549395,0.00164103995375782,0.00619613270760092,0.00273812226172756,0.00294001395641341,0.00297809643813698,0.00502130232902659,0.00419351038365008,0.0041666929107319,0.00323704887300151,0.00410767449497342,0.00527200358451043,0.00397577749468565,0.00548567381125727,0.00303390933269981,0.00454730016708175,0.00579337122302851,0.00517464568414417,0.00409808994328177,0.00236408538257623,0.00557194628509917,0.00280477219908301,0.00421964328055532,0.00124669863582104,0.00269949628319515,0.00133905205817909,0.00395785014927996,0.00269618138253809,0.00267328868962847,0.00415360208150014,0.0028148699293048,0.00298725692746448,0.0017212107486668,0.00286098773780197,0.00232477928880395,0.00339530303073019,0.00416260434650532,0.00247474332991275,0.00184973791823551,0.00339795740544175,0.00507269441269418,0.00646725899958042,0.00299496026005142,0.0056665707183038,0.00254182976681389,0.00480717241935588,0.00474807086502003,0.00479332884206309,0.00273439355444683,0.00432188688843771,0.00201223922410369,0.00673774466966755,0.00272609805995459,0.00223894698373399,0.00191873787328153,0.0037206858304563,0.00518893674408038,4.55235229967461e-05,0.000792895054125646,0.00373939130496079,0.00371828133514495,0.00382049281878415,0.00363811834023986,0.00381177532357938,0.003647615420666,0.00368586544218252,0.00377159169473419,0.00373615115096002,0.00372124739934752,0.00359542073752706,0.00386236405137393
